To pick-up and deliver hot meals to assigned clients in the Acton area while also performing a wellness check by talking with the client to ensure that they are safe and all is well.,"Communication ; Customer Service ; Dependability & Trustworthiness ; Friendly & Outgoing ; Patience ; Positive / Cheerful Demeanor ; Self-Motivated / Work Independently ; Patience, reliability, understanding, caring, good communication and listening skills, and the ability to socialize. Some knowledge of seniors and/or adults with disabilities is helpful. ;"
"Challenger baseball is a division of Little League for players with cognitive or physical disabilities to enjoy the full benefits of participation in baseball at a level structured to their abilities.
Coaching duties include:
- Organizing/coming up with practice drills
- Executing drills
- Helping players on the field
- Coordinating games",Communication ; Creativity ; Dependability & Trustworthiness ; Friendly & Outgoing ; Leadership ; Leadership ; Patience ; Positive / Cheerful Demeanor ; Recreation ; Communication ; Children & Youth ;
"Milton Skating and Hockey Skills: assist players on the ice with fundamentals of skating and hockey. Encourage participation.
Oakville Rangers Hockey: organize and run practice drills, assist players on the ice, assist players in the dressing room, encourage participation, coordinate games",Communication ; Creativity ; Dependability & Trustworthiness ; Friendly & Outgoing ; Leadership ; Listening Skills ; Leadership ; Patience ; Positive / Cheerful Demeanor ; Recreation ; Communication ; Children & Youth ;
"Plan recreational activities and games for children who are medically-complex.
Provide companionship and engagement to kids 0-18 years of age with medical complexities.
Assist staff with everyday tasks such as meal prep, laundry, activity supply prep, tidying and organizing, etc.",Communication ; Confidentiality ; Creativity ; Dependability & Trustworthiness ; Friendly & Outgoing ; Leadership ; Business ; Positive / Cheerful Demeanor ; Self-Motivated / Work Independently ; Working with Children - Asset if you have worked with children who have special needs / medical complexities ;
"As a Wheels of Hope driver, you will be responsible for:
â€¢ Responding to requests for client rides from the Transportation Coordinator, ideally via email, and wherever possible being flexible with your schedule as busy days/times/periods change
â€¢ Confirm travel arrangements with client(s) by phone
â€¢ Offer minimal assistance to get clients in and out of the car (no lifting permitted)
â€¢ Put client safety first by following safe driving procedures and keeping your license and insurance details updated
â€¢ Adhere to all Canadian Cancer Society policies, procedures, standards and guidelines including client confidentiality, role boundaries and our 100% smoke free policy",Communication ; Friendly & Outgoing ; Listening Skills ; Healthcare ; Patience ; Positive / Cheerful Demeanor ;
"Cree Way Village is seeking a volunteer chaplain to assist with meeting the spiritual needs of our residents, family members, and staff.
- Provide a variety of spiritual/religious resources that reflect the diversity of the population served
- Plan and organize the rotation of community Church leaders with services rotating on a monthly basis.
- Provide 1:1 spiritual visits to our residents1-2x per week
- Organize and plan semi-annual Memorial services for our residents and family members
- Provide Increased support on admission for spiritual and emotional issues for the resident and their family
- Provide compassion and comfort when illness is chronic or incurable
- Assist our residents to  meaning and purpose in a safe environment",Communication ; Confidentiality ; Legal ; Customer Service ; Dependability & Trustworthiness ; Listening Skills ; Patience ; Self-Motivated / Work Independently ;
"a) Pick up and deliver meals to clients, including:
â€¢ Reporting to the designated depot at the assigned time (Mississauga near Oakville border)
â€¢ Picking up route list, and meals, etc.
â€¢ Delivering meals to assigned clients, dropping off notices etc. within expected time frames
â€¢ Ensuring that meals are received by the client at the time of delivery or following previously made arrangements or procedures
â€¢ Talking with the client to observe that they are safe and all is well
â€¢ Returning containers and any money collected to the designated depot
â€¢ Returning any undelivered meals to the designated depot
b) Maintain confidentiality of route sheets
c) Submission of expense claim form as required
d) Use â€œMOWâ€ car sign to facilitate parking and to increase community awareness of the program
e) Report to the supervisor any concerns regarding the well-being of the clients
f) Attend in-service training as arranged by the branch, including initial orientation",Communication ; Confidentiality ; Customer Service ; Dependability & Trustworthiness ; Friendly & Outgoing ; Listening Skills ; Patience ; Business ; Positive / Cheerful Demeanor ; Self-Motivated / Work Independently ; Communication ;
"Provincial leaders are volunteers who help volunteers. Under the direction of their Regional Coordinator, each Provincial Leader is responsible for assisting their assigned groups (3-5 on average) in achieving their goals. This means collaborating closely with Group Leaders, attending the one of your groupâ€™s meeting each month, brainstorming with them to  solutions to problems, and much more. To be successful in this position, you need to be organized, a self-starter, natural leader and an independent problem-solver.
This is a high-commitment volunteer opportunity â€“ you will be volunteering 5-6 hours per week on average and we expect you to commit to volunteering with us for at least 1 year. Please read the detailed role description carefully before applying: https://resultscanada.ca/volunteer-posting-provincial-leader/
If youâ€™re ready to learn about advocacy, causes and solutions to extreme poverty and committed to taking action every month, join us! Go to https://bit.ly/ResultsCanadaJoinUs and click on â€œsign up to volunteerâ€ to get started. Everyone is welcome to join as a group volunteer, but Provincial Leader applicants will be interviewed.",Dependability & Trustworthiness ; Self-Motivated / Work Independently ; Reading & Writing ;
"Our volunteer board of directors meets monthly in Georgetown or Acton (Halton Hills), with additional meetings as deemed necessary for committees and project-oriented activities. Participation at meetings is in-person or through online conferencing when appropriate. Responsibilities of Directors include attending monthly meetings well-prepared to discuss agenda items that are meant to facilitate board decisions about the organization and its operations. Directors are asked to devote an average of 4-8 hours per month to respond to communication, participate at in-park events, participate in the activities of at least one subcommittee and actively extend help to other Directors as, and when, needed.",Accounting & Business ; Communication ; Creativity ; Business ; Business ; Communication ; Computer & Technology ; a. Finance / accountant / treasury / administrative support ;
Volunteer docents staff the Helson Gallery during public hours and engage visitors through discussion and interaction.,Communication ; Customer Service ; Knowledge of art an asset although not essential. ;
"Volunteers needed daily:
- To assist with answer phone, transfer calls, take messages, as well as answering door, welcoming visitors, escorting visitors to residents rooms
- Taking, coffee, tea, snacks to residents rooms
- Light housekeeping
- Offering support to residents and families",Communication ; Confidentiality ; Legal ; Customer Service ; Dependability & Trustworthiness ; Friendly & Outgoing ; Listening Skills ; Patience ; Positive / Cheerful Demeanor ; Communication ;
"Looking for weekend volunteers to help out the hospice by answering phone and doors, taking messages, greeting visitors, escorting visitors to rooms, making tea and coffee for visitors and providing support and a listening ear to families going through a difficult time.",Communication ; Confidentiality ; Legal ; Customer Service ; Dependability & Trustworthiness ; Friendly & Outgoing ; Listening Skills ; Patience ; Positive / Cheerful Demeanor ; Communication ;
"- Determine a governance model and ensure that appropriate organizational policies and structures are in place
- Participate in the development of a mission and strategic plan for the organization
- Ensure that an effective management team is in place (i.e., Executive Director)
- Maintain effective partnerships and communication with the community, the organizationâ€™s members and its stakeholders
- Maintain fiscal responsibility, including raising income, and approving and monitoring annual budgets
- Ensure transparency in all communication to members, stakeholders and the public
- Evaluate the organizationâ€™s work in relation to a strategic plan
- Evaluate the work of the board of directors, ensuring continuous renewal of the board, and plan for the succession and diversity of the board
Individually, each board member must:
- Act in the best interests of the organization
- Understand the roles and responsibilities of being a board member
- Be familiar with the organizationâ€™s bylaws, policies and procedures, strategic plan, mission, etc.
- Ensure he/she avoids conflicts of interest including operating in the best interest of the organization not in self-interest or the interest of a stakeholder group
- Respect confidentiality policies that pertain to membership and board discussions
- Keep informed about the organizationâ€™s financial activity and legal obligations
- Bring his/her own skills, experience and knowledge to the organization
- Attend board meetings regularly and arrive prepared for meetings",Accounting & Business ; Communication ; Confidentiality ; Creativity ; Customer Service ; Dependability & Trustworthiness ; Friendly & Outgoing ; Computer & Technology ; Leadership ; Legal Skills ; Business ; Leadership ; Business ; Positive / Cheerful Demeanor ; Communication ; Research ; Self-Motivated / Work Independently ; Manual Labour ; Communication ; Computer & Technology ; Reading & Writing ;
"Results is an advocacy nonprofit that believes in mobilizing everyday people (our volunteers) to generate the political will to end extreme poverty in low-and middle-income countries. We focus our work on global health, access to quality education and economic opportunities.
We direct our energy and efforts at government decision makers like party leaders, Members of Parliament and senators because they have the power to improve policies and make the monetary investments needed to end extreme poverty. We also raise awareness by writing letters to the editor (LTEs) and op-eds, using social media, fundraising and more.
Oftentimes the first step is putting these issues on the radar â€” and keeping the pressure on. It might seem like a small step, but it all adds up into impact.
commitment: 1 year minimum, 1-2 hours per week on average
support structure: Volunteers (virtually) meet in local groups on a monthly basis and rely on their group leader(s) for guidance. Attending other virtual calls and webinars led by Results staff is recommended.
If youâ€™re ready to learn about advocacy, causes and solutions to extreme poverty and committed to taking action every month, join us! *** To volunteer: sign up here: https://resultscanada.ca/join-us/",Communication ; Business ; Research ; Self-Motivated / Work Independently ; Communication ; Reading & Writing ;
"We have clients who need free legal help. We are looking for lawyers willing to donate 3 hours month, over zoom. We have an increased need for those with knowledge of family, criminal or immigration law",Dependability & Trustworthiness ; Legal Skills ;
"Provide Little Brother with support, guidance and mentoring. Instill trust and self-confidence in order to make healthy decisions and encourage leadership skills and independent thinking. Offer low to no cost shared activities and above all, make a difference while having fun.",Communication ; Confidentiality ; Creativity ; Dependability & Trustworthiness ; Friendly & Outgoing ; Leadership ; Listening Skills ; Leadership ; Patience ; Business ; Positive / Cheerful Demeanor ; Communication ; Children & Youth ; Good communication skills. Enjoy activities that would be of interest to boys. Reliable and dependable for long term. ;
"Contact expectant and new mothers who have signed up for support. Contact as necessary until mother feels confident and connected with other supports. Share own breastfeeding experience when appropriate to assist new mother in feeling comfortable. Volunteers can seek out advice and support as needed from their Volunteer Coordinator, Public Health Nurses and other breastfeeding resources in the community. All work is done from the volunteer's own home. Volunteers send client notes to the Health Department upon completion of support.",Communication ; Confidentiality ; Legal ; Dependability & Trustworthiness ; Friendly & Outgoing ; Listening Skills ; Positive / Cheerful Demeanor ; Self-Motivated / Work Independently ;
"Virtual at the moment.
Working with the Vintage Signals Team volunteer curators, we require technicians who can maintain and perform minor repairs to historical artifacts. This position may require answering questions from the public on how the artifacts work and set up demonstrations.
Qualifications: Museum Studies, Art History, Conservation or related fields.",Communication ; Customer Service ; Dependability & Trustworthiness ; Friendly & Outgoing ; Business ; Positive / Cheerful Demeanor ; Self-Motivated / Work Independently ; Manual Labour ;
"We are looking for adults, who are comfortable working with vulnerable populations, including homeless populations, sex trade workers, and those struggling with addictions and mental health.
Support providing food at our food program
Setting up tea & coffee
Chatting with clients
Organizing stock
All supported by staff
Also we're looking for a Volunteer Coordinator to organize schedule",Communication ; Confidentiality ; Customer Service ; Friendly & Outgoing ; Listening Skills ; Patience ; Business ;
"- Prior EFL/ESL/TOEFL teaching experience.
- Experience working with multicultural and multilingual classrooms.
- Self-motivated, organized, professional, and adaptable, with strong interpersonal and communication skills.
- Be able to help Grade 11-12 high school students prepare and successfully pass English assessment for admission in university/college.",Communication ; Confidentiality ; Dependability & Trustworthiness ; Friendly & Outgoing ; Computer & Technology ; Leadership ; Listening Skills ; Leadership ; Patience ; Business ; Positive / Cheerful Demeanor ; Communication ; Self-Motivated / Work Independently ; Children & Youth ;
"Do you have a background in child care or law? Are you looking for a way to contribute your expertise to a non-profit organization? The Family Place Child Care Centre is looking for new board members with expertise in child care. Since 1982, The Family Place Child Care has been providing non-profit child care to children in Milton and Oakville.
We are currently looking for an individual with child care or legal experience who can contribute to the ongoing success of our organization. Our board meets bi-monthly on Wednesdays via Zoom and you would be required to commit to a two-year term.
If you would like more information on this opportunity, please contact Allison McLean, President, Board of Directors at familyplace.bod@gmail.com. We thank everyone for their interest!",Confidentiality ; Dependability & Trustworthiness ; Friendly & Outgoing ; Leadership ; Legal Skills ; Business ; Children & Youth ;
"Assist with administrative tasks at Recycling Revisited office.
1. Sorting and filing historical papers, and filing new ones on-line.
2. Using historical name lists to identify â€œRecycling Pioneersâ€ for notification of an upcoming event.
3. Helping us to improve efficiency.
4. Because of Covid restrictions, you will work from home, maintaining contact with the Secretary and Volunteer Coordinator. We will respect your personal situation around hours of work.
Ideally, you will collaborate with one other member, who could replace you in situations of absence.",Communication ; Confidentiality ; Customer Service ; Dependability & Trustworthiness ; Computer & Technology ; Listening Skills ; Patience ; Business ; Self-Motivated / Work Independently ; Communication ; Reading & Writing ; ;
"We're looking for an individual to manage a new Recycling Committee.
1. Attending meetings of the Recycling Committee, biweekly;
2. Assisting with building of the Committee;
3. Attending to recycling of materials, to ensure efficiency and proper procedures.
Ideally, you will collaborate with one other member who could replace you in situations of absence.",Communication ; Legal ; Creativity ; Customer Service ; Dependability & Trustworthiness ; Friendly & Outgoing ; Computer & Technology ; Leadership ; Business ; Leadership ; Patience ; Business ; Positive / Cheerful Demeanor ; Self-Motivated / Work Independently ; Communication ; Computer & Technology ; ;
"Halton Baby-Friendly Initiative is seeking a volunteer who is a motivated, passionate, creative Website Coordinator, to volunteer with Halton Baby-Friendly Initiative Executive Team. The successful candidate will collaborate with the HBFI Executive team to identify, prioritize, and develop relevant structural and content-specific changes to our website.
â€¢ Ensures the continuous development and sustainability of the Halton BFI website.
â€¢ Ensures Wix and Zoho annual fees are paid in a timely manner
â€¢ Checks regularly to ensure web pages are accurate and effective, and all links are in good working order.
â€¢ Maintains the integrity of the website and makes changes and updates as needed.
â€¢ Coordinates with Social Media Coordinator and Event Manager to promote events and initiatives.
â€¢ Upload GM/AGM agendas to website one week prior to each meeting.
â€¢ Upload GM/AGM minutes and recordings to the website News Page within 3 days of said meetings
â€¢ Provides website reports and project reports, as appropriate, at GMs and AGM.
â€¢ Provides course registration reports to the Administrative Coordinator
â€¢ Regular review of web analytics, identify gaps and opportunities for website improvement and content development
â€¢ As required, assist in managing content for website including but not limited to editing, fact checking, image selection, and layout design.",Creativity ; Dependability & Trustworthiness ; Computer & Technology ; Business ; Research ; Self-Motivated / Work Independently ; Communication ; Computer & Technology ; Reading & Writing ;
"Volunteer to facilitate senior-friendly arts and crafts workshops
Deliver instructions to a group of seniors virtually through zoom
Plan arts and crafts activities for assigned weeks
Must enjoy working with seniors Effective communication skills, with a particular skill in working with seniors
Proficient in one or more South Asian languages such as Hindi, Punjabi or Urdu
Particular flexibility is required for 2022 programming during the day
All necessary supplies will be provided by Indus Community Services",Communication ; Creativity ; Customer Service ; Seniors ; Friendly & Outgoing ; Computer & Technology ; Leadership ; Business ; Positive / Cheerful Demeanor ;
"24 Hour Crisis Line Volunteer with a commitment of 20 hours per month.
- Support survivors of sexual assault and violence (and their support people) on the SAVIS 24 hour crisis line using an anti-
racist/anti-oppression feminist framework
- Complete SAVIS crisis line training and evaluation
- Agree to work 20 hours per month on the crisis line
- Must attend monthly volunteer meetings (6:30pm-8:30pm)
- Schedule shifts with Coordinator
- Submit monthly statistics reports",Communication & Interpersonal Skills ; Confidentiality ; Counseling & Support ; Dependability & Trustworthiness ; Listening Skills ; Patience ; Self-Motivated / Work Independently ; ;
"To deliver hot and/or frozen meals to individuals in their homes in Oakville on a regular or substitute basis.
Monday to Friday 11:15 am to 1:00 pm (hot meal delivery) or
Wednesdays 9:00 am to 11:00 am (frozen meal delivery)","Customer Service ; Dependability & Trustworthiness ; Friendly & Outgoing ; Positive / Cheerful Demeanor ; Non-judgmental, discreet, diplomatic, compassionate
Interested in seniors
Knowledge of Oakville is helpful ;"
"Are you interested in making a positive impact in the Halton community? Do your friends and family tell you that you're great with children and youth? Why not consider sharing your spare time, skills and laughter with a child or youth in need in your community? Our volunteers act as positive role models to children and youth of all ages throughout Halton. In as little as a few hours a month, you can make a significant difference in the life of a child or youth.
The Halton CAS is dedicated to developing mentorship relationships that reflect the diversity of the communities we serve, and we encourage applications from diverse groups including from Black, 2SLGBTQ, First Nations, Inuit and Metis persons.
Physical distancing does not have to mean social disconnection â€“ we have adjusted and adapted to ensure mentors and mentees continue their relationships while they may be separated due to Coronavirus COVID-19.","Communication ; Confidentiality ; Legal ; Creativity ; Dependability & Trustworthiness ; Friendly & Outgoing ; Computer & Technology ; Leadership ; Listening Skills ; Leadership ; Patience ; Business ; Positive / Cheerful Demeanor ; Self-Motivated / Work Independently ; Recreation ; Communication ; Children & Youth ; If you're friendly, have a good sense of humour, are understanding, are non-judgmental and have good listening skills - we need you! Confidentiality is also a must. ;"
The Board of Directors meet 7 times a year. A two year commitment is needed. Volunteers should have an interest in assisting Stride and help provide direction in the services provided by the agency.,Dependability & Trustworthiness ; Leadership ; Business ; An interest in mental illness and/or addictions and an interest in providing direction for the services provided by the agency. ;
"The Recycling Council of Ontario has awarded Gold to the Sound of Music Festival for waste minimization. Over 90% of waste was diverted from landfills last year, and you can help make it happen again this year!
Positions include Setup Crew, Waste Sorting Station, Waste Collector.",Customer Service ; Dependable ; Friendly & Outgoing ; Business ; Positive / Cheerful Demeanor ; Self-Motivated / Work Independently ; Communication ; Community ; Arts & Culture ; Environment ; Children & Youth ;  ;
"Assist stroke survivors in the swimming pool and in the pool change rooms.
This volunteer opportunity may appeal to individuals who are familiar with stroke because of an experience in the family.
It would also appeal to volunteers 30+ or students needing related experience.",Friendly & Outgoing ; Patience ; Positive / Cheerful Demeanor ; Sports & Coaching ; ;
"	- Grooming and tacking up horses 
- Leading horses during lessons  
- Sidewalking to assist a rider to remain safely on their horse. 
'- No horse experience needed",Communication ; Confidentiality ; Dependability & Trustworthiness ; Friendly & Outgoing ; Leadership ; Listening Skills ; Positive / Cheerful Demeanor ; Self-Motivated / Work Independently ; Recreation ; Communication ; Children & Youth ;
"To provide grocery and pharmacy services to isolated seniors and adults with disabilities. Volunteers complete grocery shopping and drop off at the clients home while also providing companionship services.
Time commitment of 2-3 hours per week.","Communication ; Confidentiality ; Dependability & Trustworthiness ; Friendly & Outgoing ; Listening Skills ; Patience ; Positive / Cheerful Demeanor ; Self-Motivated / Work Independently ; Languages ; Patience, reliability, understanding, caring, good communication and listening skills, and the ability to socialize. Some knowledge of seniors and/or adults with disabilities is helpful. ;"
"NOW ENROLLING VOLUNTEERS FOR FALL 2022
High school students will mentor a child once a week after school, in a one-to-one relationship. Involves assisting a child in grade 3-8 with their homework, playing educational games, and developing organizational skills. Homework Club takes place at a number of elementary schools across Halton Region. In the 2020/2021 and 2021/2022 School Years, Homework Club has run entirely virtually on Zoom. Our hope for Fall 2022 is to return to in-person programs with a possible option for virtual.","Communication ; Creativity ; Dependability & Trustworthiness ; Listening Skills ; Leadership ; Patience ; Children & Youth ; High school volunteers should have good to excellent grades with good english communication skills. Important to be dependable and reliable. And above all, enjoy having fun working with children and have a desire to act as a good role model! ;"
"Start2Finish is so excited to get back into the Halton community! We are recruiting new volunteers to join us in facilitating our Running & Reading Clubs at Oakwood Elementary School in Oakville.
The R&R program addresses the need for enhanced literacy and physical activity among children experiencing poverty/deprivation in the communities it services. The R&R clubs are for children in grades 1-6.
About the opportunity:
- Once a week, after-school
- ~2 hours/session (end-of-March to end-of-May)
- Facilitate games, activities
- Facilitate one-on-one and/or group discussions
- Read stories
- Build meaningful connections and have fun!
What you bring to the table:
- Passion for change
- Enjoy working with children
- Strong communicator
- Leadership skills
- A current vulnerable sector check (or able to obtain one)
- Access to reliable transportation (car, city bus, etc.)
Interested? I'd love to chat! Apply now > https://timecounts.org/start2finish",Communication ; Creativity ; Dependability & Trustworthiness ; Friendly & Outgoing ; Leadership ; Listening Skills ; Leadership ; Patience ; Business ; Positive / Cheerful Demeanor ; Recreation ; Communication ; Children & Youth ;
"o Working from KSM premises, conduct 15 minute telephone check-ins with 4 clients per week
o Initiate conversation and/or provide the client with space to lead the conversation
o Be an engaged and active listener
o Ensure the conversational topics remain appropriate
o Exercise good judgement and interact with clients in a positive and respectful manner
o Maintain healthy boundaries with the client, and ensure the call ends at the specified time
o Relay any pressing client needs or crises to the Family Services Manager as soon as possible
o Prepare meeting notes after each call, for review by the Family Services Manager
o Relay any urgent client needs, crises or concerns to the Family Services Manager right away",Communication ; Counseling & Support ; Dependability & Trustworthiness ; Friendly & Outgoing ; Listening Skills ; Patience ; Positive / Cheerful Demeanor ;
"Are you an organized individual who enjoys helping out at fun-filled and rewarding special events and fundraisers. If so, you may be interested in becoming a part of our special events volunteer team.
Several special events are organized each year where volunteers are needed to assist with organizing and running the event. Events such as: golf tournaments, diversity day events, racquet club events, dragon boat races and most importantly our annual fundraising Stardust Gala.
The funds raised at these events goes towards providing programs for children in care, such as bursaries, camps, educational programs and seasonal gifts through the Childrenâ€™s Aid Foundation of Halton.","Communication ; Business ; Business ; Self-Motivated / Work Independently ; Communication ; A 'people person', motivated, self-starter. A knowledge of the community is helpful. ;"
"Would you like to help a child/youth reach their full academic potential or motivate them to achieve more?
Volunteers are required to tutor children/youth in all subjects, especially math, English, science and French on various virtual platforms.
The volunteer will assist a child to experience success in learning through a supportive one-to-one relationship.
The children requiring assistance can range from age 6-18 and all academic levels.
Scheduling can be arranged directly with the caregiver at your mutual convenience.","Confidentiality ; Creativity ; Dependability & Trustworthiness ; Friendly & Outgoing ; Computer & Technology ; Listening Skills ; Leadership ; Patience ; Positive / Cheerful Demeanor ; Self-Motivated / Work Independently ; Children & Youth ; Tutoring/teaching experience, or high level educational aptitude. ;"
"Volunteers needed for Oakville and Burlington.
Providing simple exercises guidance and support to frail Seniors in their homes for 12 week cycles.
Training is provided and the program is intended to help Seniors gain strength and better balance.
Support a frail older adult through a standardized exercise program designed to improve strength, balance, mobility and endurance.
Youâ€™ll learn how to do the set of 10 simple exercises (toe taps, leg raises, wall push-ups) safely and how to increase the difficulty level as your client makes progress.
Youâ€™ll also learn how to motivate and cheer your client on so that they get the maximum benefit out of the program. The results are fantastic â€“ over 90% of clients see improvement!
COVID-19 Precautions
-All volunteers must attend a COVID training, sign a declaration and provide proof of vaccine.",Communication ; Counseling & Support - support only ; Dependability & Trustworthiness ; Seniors ; Friendly & Outgoing ; Listening Skills ; Patience ; Positive / Cheerful Demeanor ; Self-Motivated / Work Independently ; Compassion. Willingness to help. ;
"As a trained volunteer, you can help those with the loss of a loved one, work through their grief and  a way to move forward. Visits are taking place on the phone and in person. Wonderful training in one-on-one bereavement peer support is provided. After training, our Bereavement Counsellor will match you with a client to visit for a period of 3 to 12 months (depending on the client's needs), making all the difference in their journey through grief.
Next training starts April 11, 2022",Communication & Interpersonal Skills ; Confidentiality ; Counseling & Support ; Dependability & Trustworthiness ; Listening Skills ; Patience ; Positive / Cheerful Demeanor ;  ;
